Reaction	Flux
R_rxn01986_c_duplicate_2	0.0
R_rxn10113_c_duplicate_4	0.0
R_rxn01358_c_duplicate_2	0.0
R_rxn12206_c	0.0
R_rxn00355_c_duplicate_2	0.0
R_rxn03245_c	0.0
R_rxn00065_c	0.0
R_rxn10344_c_duplicate_2	0.0
R_rxn01257_c_duplicate_3	0.0
R_rxn00337_c	0.0
R_rxn00874_c_duplicate_4	0.0
R_rxn10257_c	0.0
R_rxn02286_c	0.018027458192110064
R_rxn01255_c	0.3067328153705713
R_rxn00132_c_duplicate_2	0.0
R_rxn05183_c	0.0
R_rxn00770_c	0.7692286085652066
R_rxn00321_c	0.0
R_rxn01987_c	0.0
R_rxn00546_c	0.0
R_rxn01127_c	0.0
R_rxn01225_c_duplicate_3	0.0
R_rxn00212_c_duplicate_2	0.0
R_rxn04597_c_duplicate_2	0.0
R_rxn13990_c	0.0
R_rxn00320_c_duplicate_2	0.0
R_rxn08547_c	0.0
R_rxn02167_c_duplicate_2	0.0
R_rxn02260_c_duplicate_2	0.0
R_rxn00727_c_duplicate_2	0.0
R_rxn00470_c	0.0
R_rxn03282_c_duplicate_5	0.0
R_rxn00293_c_duplicate_2	0.0
R_rxn01603_c	0.0005253138542175295
R_rxn10215_c	0.0
R_rxn07672_c	0.0
R_rxn00363_c	0.0
R_rxn00214_c_duplicate_2	0.0
R_rxn03333_c_duplicate_6	0.0
R_rxn08822_c	0.0
R_rxn03366_c_duplicate_2	0.0
R_rxn11809_c_duplicate_5	0.0
R_rxn00907_c	-0.1320305326909439
R_rxn10259_c	0.0
R_rxn04787_c	0.2774970434904098
R_rxn05155_c	0.0
R_rxn00193_c	0.0
R_rxn02418_c_duplicate_3	0.0
R_rxn00929_c	-0.15540915695709706
R_rxn06735_c	0.0
R_rxn01975_c_duplicate_2	0.0
R_rxn00303_c	0.0
R_rxn04938_c	0.0
R_rxn01790_c	-0.0003939853906633761
R_rxn06300_c	0.40654937337297486
R_rxn06600_c	0.0
R_rxn00257_c	0.0
R_EX_cpd00309_e	0.0
R_rxn00126_c	1.0506277084350585e-05
R_rxn00806_c	-0.3816621979193379
R_rxn01018_c_duplicate_2	0.31829257786848325
R_rxn08800_c	0.0
R_rxn00392_c	0.0
R_rxn00338_c	0.022719824194904703
R_rxn00288_c_duplicate_3	0.0
R_EX_cpd00393_e	0.0
R_rxn05872_c_duplicate_4	0.0
R_rxn00656_c_duplicate_2	0.0
R_rxn00166_c	0.0
R_rxn02853_c_duplicate_3	0.0
R_rxn03241_c_duplicate_2	0.0
R_rxn02400_c_duplicate_2	0.0
R_rxn02090_c_duplicate_2	0.0
R_rxn01477_c	0.0
R_rxn08309_c	0.08380594573259353
R_rxn03440_c	0.0
R_rxn00469_c_duplicate_2	0.0
R_rxn05163_c	0.0
R_rxn03239_c_duplicate_2	-0.3651666726207733
R_rxn09449_c_duplicate_5	0.0
R_rxn02944_c	0.0
R_EX_cpd00118_e	0.0
R_rxn00178_c_duplicate_3	0.0
R_rxn08438_c	0.0
R_rxn01213_c	0.018099688847064973
R_rxn00552_c	0.0
R_rxn11838_c_duplicate_3	0.0
R_rxn03333_c_duplicate_4	0.0
R_rxn05250_c_duplicate_5	0.0
R_rxn06439_c	0.0895234084486034
R_rxn05651_c_duplicate_2	0.0
R_rxn12635_c_duplicate_3	0.0
R_rxn10131_c_duplicate_2	0.0
R_rxn04413_c_duplicate_2	0.0
R_rxn27735_c	1.2627231770753862
R_rxn10258_c	0.0
R_rxn08025_c	0.0
R_rxn02339_c	0.0
R_rxn01476_c	0.5135983249329166
R_rxn03456_c	0.0
R_rxn00913_c_duplicate_3	0.0
R_rxn00653_c_duplicate_2	0.0
R_rxn00183_c	0.0
R_rxn08954_c	0.0
R_rxn00708_c_duplicate_3	0.0
R_rxn10806_c_duplicate_2	0.0
R_rxn08086_c	0.08380594573259353
R_rxn03843_c	0.0
R_rxn03246_c_duplicate_2	0.0
R_rxn02821_c	0.0
R_rxn06672_c	0.0
R_rxn00224_c	0.0
R_rxn12635_c_duplicate_5	0.0
R_rxn01492_c	0.0
R_rxn05248_c_duplicate_6	0.0
R_rxn05409_c_duplicate_2	0.0
R_rxn08703_c	0.0
R_rxn02181_c	0.0
R_rxn03897_c_duplicate_2	0.0
R_rxn00784_c	0.0
R_rxn05345_c	0.10220506347656251
R_rxn10257_c_duplicate_2	0.0
R_rxn04648_c	0.0
R_rxn12191_c_duplicate_7	0.0
R_rxn00726_c_duplicate_2	0.0
R_rxn01257_c	0.0005253138542175295
R_rxn02504_c	0.0005253138542175295
R_rxn00001_c_duplicate_2	0.0
R_rxn00379_c	0.0
R_rxn01750_c	0.0
R_rxn02795_c	0.0
R_rxn09450_c_duplicate_5	0.0
R_rxn00568_c	0.0
R_rxn05872_c_duplicate_3	0.0
R_rxn02229_c	0.0
R_rxn05249_c_duplicate_2	0.0
R_rxn00194_c	0.0
R_rxn02262_c	0.0
R_rxn07842_c	0.0
R_rxn00863_c	0.0895234084486034
R_rxn03908_c	0.1990965773177147
R_rxn00772_c	0.0
R_rxn00083_c_duplicate_2	0.0
R_rxn02182_c	0.0
R_rxn07432_c	0.0
R_rxn09296_c	0.0
R_rxn03932_c	0.0
R_rxn00213_c_duplicate_2	0.0
R_rxn03062_c	0.3816621979193379
R_rxn01068_c	-0.4885470849155361
R_rxn00020_c	0.0
R_EX_cpd00048_e	-1000.0
R_rxn04737_c_duplicate_2	0.0
R_rxn05154_c_duplicate_4	0.0
R_EX_cpd00138_e	0.0
R_rxn05252_c_duplicate_7	0.0
R_rxn03243_c_duplicate_2	0.0
R_rxn12645_c_duplicate_4	0.0
R_rxn01492_c_duplicate_2	0.0
R_rxn08557_c	0.0
R_EX_cpd00305_e	0.0
R_rxn00737_c	0.26121845163477614
R_rxn03075_c	0.0
R_rxn00839_c	0.0
R_rxn05219_c	0.0
R_rxn00785_c_duplicate_2	0.3067328153705713
R_rxn00165_c_duplicate_3	0.0
R_rxn06510_c_duplicate_5	0.0
R_rxn00330_c	5.00070174825597
R_rxn11569_c	0.0
R_rxn04726_c_duplicate_5	0.0
R_rxn00874_c_duplicate_6	0.0
R_rxn00260_c	0.0
R_rxn00704_c	-0.5071288234976146
R_rxn01679_c	0.0
R_rxn10473_c	0.0
R_rxn12146_c	0.0
R_rxn00775_c_duplicate_3	0.0
R_rxn00947_c_duplicate_4	0.0
R_rxn00542_c	0.0
R_rxn02261_c	0.0
R_rxn03289_c	0.0
R_rxn02937_c	0.29898835316387085
R_rxn11702_c	0.0
R_rxn02687_c	0.0
R_rxn02144_c	0.0
R_rxn05434_c	0.0
R_rxn03481_c_duplicate_3	0.0
R_rxn02503_c	0.0
R_rxn03537_c	0.0
R_rxn05363_c	0.0
R_rxn08792_c_duplicate_2	0.0
R_rxn00105_c	0.0
R_rxn08816_c	0.0
R_rxn00999_c_duplicate_2	0.0
R_rxn01604_c	0.0
R_rxn02264_c	0.0
R_rxn03893_c	0.0
R_rxn00058_c_duplicate_2	0.0
R_rxn10770_c_duplicate_5	0.0
R_rxn00763_c_duplicate_5	0.0
R_rxn00690_c	0.0
R_rxn05247_c_duplicate_4	0.0
R_rxn02476_c	0.3067328153705713
R_rxn08297_c	0.0
R_rxn02460_c	0.0
R_rxn01145_c_duplicate_3	0.0
R_rxn00422_c_duplicate_2	-0.5071288234976146
R_rxn08804_c	0.0
R_rxn00493_c_duplicate_2	0.0
R_rxn00691_c_duplicate_2	0.0
R_rxn05347_c	0.0
R_rxn03970_c	0.0
R_rxn05307_c	0.0
R_rxn14054_c_duplicate_5	0.0
R_rxn03490_c	0.0
R_rxn03333_c_duplicate_2	0.0
R_rxn02586_c	0.0
R_rxn08025_c_duplicate_3	0.0
R_rxn00471_c	0.0
R_rxn05197_c_duplicate_2	0.0
R_rxn00527_c_duplicate_5	-0.11210063216041721
R_rxn01217_c	0.0
R_rxn05252_c_duplicate_3	0.0
R_rxn05183_c_duplicate_2	0.0
R_rxn02160_c	0.0895234084486034
R_rxn04736_c_duplicate_5	0.0
R_rxn03031_c	0.28138587845059587
R_rxn01106_c	-26.6300460346077
R_rxn08647_c_duplicate_2	0.0
R_rxn06728_c	0.0
R_rxn21856_c	0.0
R_rxn12637_c_duplicate_6	0.0
R_EX_cpd00013_e	-1000.0
R_rxn02842_c	0.0
R_rxn00365_c_duplicate_2	0.0
R_rxn12639_c	0.0
R_rxn00859_c	0.0
R_rxn06442_c	0.2633584202584858
R_rxn00543_c_duplicate_2	0.0
R_rxn09450_c	0.0
R_rxn00503_c	0.15540915695709706
R_rxn08311_c	0.0
R_rxn00394_c_duplicate_2	0.0
R_rxn12637_c	0.0
R_rxn09101_c_duplicate_2	0.0
R_rxn14054_c_duplicate_7	0.0
R_rxn01620_c	0.0
R_rxn05417_c	0.0
R_rxn00278_c	-7.261338613514321
R_rxn11838_c_duplicate_6	0.0
R_rxn12633_c_duplicate_5	0.0
R_rxn01763_c	0.0
R_rxn09320_c	0.0
R_rxn00623_c_duplicate_2	0.0
R_rxn00300_c_duplicate_2	0.0
R_rxn00527_c_duplicate_8	0.0
R_rxn04938_c_duplicate_2	0.0
R_rxn00363_c_duplicate_3	0.0
R_rxn01977_c	0.0
R_rxn00858_c	0.009192992448806761
R_rxn01445_c	0.0
R_rxn03921_c	0.0
R_rxn00693_c	0.11963516007406451
R_rxn00258_c	-2.8046322816824913
R_rxn12635_c	0.0
R_rxn00085_c_duplicate_2	0.0
R_rxn07100_c	0.0
R_rxn00499_c	0.0
R_rxn04736_c_duplicate_3	0.0
R_rxn02418_c_duplicate_2	0.0
R_rxn01073_c	0.0
R_rxn00782_c_duplicate_2	0.0
R_rxn00914_c	0.0
R_EX_cpd00132_e	0.0
R_rxn03243_c_duplicate_5	0.0
R_rxn12646_c_duplicate_5	0.0
R_rxn05736_c_duplicate_6	0.0
R_EX_cpd03091_c	5.253138542175293e-06
R_rxn10163_c_duplicate_2	0.0
R_EX_cpd00254_e	-1000.0
R_rxn10113_c_duplicate_7	0.0
R_rxn12645_c_duplicate_5	0.0
R_rxn06098_c	0.0
R_rxn01647_c_duplicate_2	0.0
R_rxn10227_c	0.0
R_EX_cpd00098_e	0.0
R_rxn10267_c	0.0
R_rxn05248_c_duplicate_7	0.0
R_rxn01390_c	0.0
R_rxn02115_c	0.0
R_rxn12847_c	0.0
R_rxn01445_c_duplicate_3	0.0
R_rxn01740_c	0.0
R_rxn03463_c	0.0
R_rxn09953_c	0.0
R_rxn02303_c	0.0
R_rxn00412_c_duplicate_2	0.16830365483946955
R_rxn05029_c	0.0
R_rxn09450_c_duplicate_6	0.0
R_rxn03240_c	0.0
R_rxn04658_c	0.0
R_rxn00179_c	0.2201609628261133
R_rxn05248_c_duplicate_2	0.0
R_rxn00692_c	0.0
R_rxn03721_c	0.0
R_rxn05404_c_duplicate_2	0.0
R_rxn05654_c_duplicate_3	0.0
R_rxn05250_c_duplicate_7	0.0
R_rxn04780_c	0.0
R_rxn01858_c	0.0
R_rxn00208_c	0.0
R_rxn08296_c	0.0
R_rxn20289_c_duplicate_3	0.0
R_rxn01169_c	0.0
R_rxn02474_c	0.0
R_rxn00968_c	0.0
R_rxn00608_c_duplicate_5	0.0
R_rxn00529_c	0.0
R_rxn02889_c_duplicate_2	0.0
R_rxn05465_c_duplicate_2	5.253138542175293e-06
R_rxn02614_c	0.0
R_rxn00543_c_duplicate_7	0.0
R_rxn08823_c	0.0
R_rxn06445_c	0.15540915695709706
R_rxn12642_c_duplicate_6	0.0
R_rxn05958_c	0.0
R_rxn02796_c	0.0
R_rxn11944_c_duplicate_2	0.0
R_rxn14054_c_duplicate_4	0.0
R_rxn09105_c	0.0
R_rxn01924_c_duplicate_2	0.0
R_rxn00148_c	0.0
R_rxn04597_c_duplicate_3	0.0
R_rxn09448_c	0.0
R_rxn02522_c	0.0
R_rxn02789_c_duplicate_2	0.0
R_rxn10269_c_duplicate_2	0.0
R_rxn04271_c_duplicate_2	0.0
R_rxn01642_c	0.0
R_rxn08025_c_duplicate_2	0.0
R_EX_cpd00054_e	0.0
R_rxn01870_c	0.5071288234976146
R_rxn00474_c	0.0
R_EX_cpd00276_e	0.0
R_rxn01274_c	0.0
R_rxn11838_c_duplicate_7	0.0
R_rxn01816_c	0.0
R_rxn02475_c	0.0
R_rxn01368_c_duplicate_2	0.0
R_rxn06448_c	0.039704444889345485
R_rxn08845_c	0.0
R_rxn00676_c_duplicate_3	0.0
R_rxn03282_c_duplicate_6	0.0
R_rxn13952_c	0.0
R_rxn04792_c	0.0
R_rxn00365_c	0.4391972598833587
R_rxn09296_c_duplicate_3	0.0
R_rxn03194_c	0.0
R_rxn06075_c_duplicate_2	0.0
R_rxn05429_c_duplicate_2	0.0
R_rxn01459_c_duplicate_3	0.0
R_rxn07584_c	0.0
R_rxn06443_c	0.13514256529648117
R_rxn01387_c	7.500667619600455
R_rxn05406_c	0.0
R_rxn04736_c_duplicate_4	0.0
R_rxn01513_c	0.01152144610762596
R_rxn05201_c	0.0
R_rxn03194_c_duplicate_2	0.0
R_rxn00085_c_duplicate_10	0.0
R_rxn00817_c	0.0
R_rxn15949_c	0.009192992448806761
R_rxn00695_c_duplicate_2	0.0
R_rxn00831_c_duplicate_3	0.0
R_rxn02737_c	0.0
R_rxn06510_c_duplicate_2	0.0
R_rxn05250_c_duplicate_6	0.0
R_rxn08900_c	0.0
R_rxn03915_c_duplicate_2	0.0
R_rxn00209_c	0.0
R_rxn12634_c_duplicate_5	0.0
R_rxn02067_c	0.0
R_rxn02680_c	0.0
R_rxn02409_c	0.0
R_EX_cpd00035_e	0.0
R_rxn01858_c_duplicate_2	0.0
R_rxn03243_c_duplicate_4	0.0
R_rxn00506_c	0.0
R_rxn04989_c	0.0
R_rxn10235_c	0.0
R_rxn00002_c	0.0
R_rxn02228_c	0.0
R_rxn05454_c_duplicate_2	0.0
R_rxn02107_c_duplicate_2	0.0
R_rxn06037_c_duplicate_2	0.0
R_rxn10224_c	0.0
R_rxn02508_c_duplicate_2	0.0
R_rxn00015_c	0.0
R_rxn05465_c	0.0
R_rxn05226_c	14.811790071630766
R_rxn00420_c_duplicate_3	0.0
R_rxn01021_c	0.0
R_rxn03618_c	0.0
R_rxn03038_c	0.0
R_rxn02320_c	-0.0895234084486034
R_rxn00300_c	0.0
R_rxn06493_c_duplicate_2	0.0
R_rxn00157_c	0.0
R_rxn04704_c	0.0
R_rxn01871_c_duplicate_2	0.7185223248718582
R_rxn03419_c	0.0005253138542175295
R_EX_cpd00119_e	0.0
R_rxn00646_c	0.0
R_rxn06037_c	0.0
R_rxn00874_c	0.0
R_rxn00376_c	0.0
R_rxn03611_c	0.0
R_rxn01314_c	0.0
R_rxn06197_c	0.0
R_rxn01257_c_duplicate_2	0.0
R_rxn08129_c	0.0
R_rxn00778_c_duplicate_2	0.0
R_rxn00441_c	6.635007811095624
R_rxn01739_c	0.3067328153705713
R_rxn05429_c	0.0
R_rxn04996_c	0.018099688847064973
R_rxn12847_c_duplicate_3	0.0
R_rxn00262_c	0.0
R_rxn10806_c_duplicate_5	0.0
R_rxn04723_c_duplicate_2	0.0
R_rxn00390_c	0.0
R_rxn00178_c_duplicate_2	0.0
R_rxn03063_c	0.0
R_rxn10226_c	0.0
R_rxn01116_c	-0.3067328153705713
R_rxn00295_c_duplicate_2	0.0
R_rxn05298_c	0.0
R_rxn00190_c	0.0
R_rxn05382_c	0.0
R_rxn03860_c_duplicate_2	0.0
R_rxn01701_c_duplicate_2	0.0
R_rxn08558_c	0.0
R_rxn08298_c_duplicate_2	0.0
R_rxn02804_c_duplicate_3	0.0
R_rxn05736_c_duplicate_7	0.0
R_rxn01211_c	0.0
R_rxn05569_c	0.0
R_rxn12646_c	0.0
R_rxn00139_c	0.0
R_rxn10571_c	0.0
R_rxn00832_c	-0.38851176161247425
R_rxn00274_c	0.4885470849155361
R_rxn03167_c_duplicate_2	0.0005253138542175295
R_rxn02321_c	0.0
R_rxn10042_c_duplicate_3	49.63664377639227
R_rxn03052_c_duplicate_2	0.0
R_rxn00834_c	0.1304400347242236
R_rxn01844_c	0.0
R_rxn10162_c_duplicate_3	0.0
R_rxn01851_c_duplicate_3	0.0
R_rxn01517_c_duplicate_2	-0.01152144610762596
R_rxn01854_c	0.0
R_rxn00473_c	0.0
R_rxn00550_c_duplicate_3	0.0
R_rxn00879_c	0.0
R_rxn02832_c_duplicate_2	0.0
R_rxn06577_c	0.0
R_rxn00347_c	0.0
R_rxn00938_c	0.0
R_EX_cpd08636_c	0.0
R_rxn03323_c	0.0
R_rxn00011_c_duplicate_4	0.0
R_rxn07670_c	0.0
R_rxn02260_c	0.0
R_rxn01807_c_duplicate_3	0.0
R_rxn00650_c	0.0
R_rxn08312_c	0.0
R_rxn00709_c	0.0
R_rxn05614_c_duplicate_2	0.0
R_rxn00368_c	-0.4391972598833587
R_rxn06517_c	0.0
R_rxn07688_c	0.0
R_rxn03482_c_duplicate_2	0.0
R_rxn02314_c	0.0
R_rxn00205_c	0.022719824194904703
R_rxn08711_c	0.0
R_rxn05250_c_duplicate_4	0.0
R_rxn10220_c	0.0
R_rxn00452_c	0.0
R_rxn02835_c	0.0895234084486034
R_rxn05872_c	0.0
R_rxn02345_c_duplicate_2	0.0
R_rxn05528_c	0.0
R_rxn01825_c	0.0
R_rxn02737_c_duplicate_3	0.0
R_rxn00469_c	0.0
R_rxn00283_c	0.0
R_rxn01513_c_duplicate_2	0.0
R_rxn02508_c	0.039704444889345485
R_rxn01258_c_duplicate_2	0.0
R_rxn10118_c	0.0
R_rxn03333_c	0.0
R_rxn00818_c	0.0
R_rxn09436_c	0.10220506347656251
R_rxn02185_c_duplicate_2	-0.7185223248718582
R_rxn10267_c_duplicate_2	0.0
R_EX_cpd00099_e	-1000.0
R_rxn04727_c_duplicate_2	0.0
R_rxn05733_c	0.039239129293661655
R_rxn01137_c	0.0
R_rxn02680_c_duplicate_3	0.0
R_rxn00730_c	0.0
R_rxn03282_c_duplicate_4	0.0
R_rxn00653_c_duplicate_4	0.0
R_rxn02576_c_duplicate_2	0.0
R_rxn12846_c_duplicate_5	0.0
R_rxn05400_c_duplicate_2	0.0
R_rxn00532_c	-0.0003939853906633761
R_rxn01504_c	0.0
R_rxn05252_c_duplicate_6	0.0
R_rxn05005_c_duplicate_3	0.0
R_rxn00012_c	0.0
R_rxn00686_c	-0.01204675996184349
R_rxn04052_c	0.0
R_rxn02045_c	0.0
R_rxn01455_c	0.0
R_rxn08294_c	0.0
R_rxn05384_c	0.0
R_rxn10265_c_duplicate_2	0.0
R_rxn08842_c	0.0
R_rxn02900_c	0.0
R_rxn09450_c_duplicate_3	0.0
R_rxn10184_c	0.0
R_rxn02331_c	0.051102531738281255
R_rxn05485_c	0.0
R_rxn02200_c_duplicate_2	0.0
R_rxn01368_c	0.0
R_rxn02201_c_duplicate_2	0.0
R_rxn00897_c	0.0
R_rxn01275_c_duplicate_2	0.0
R_rxn05040_c	0.0
R_rxn09197_c	0.0
R_rxn08840_c	0.0
R_rxn03540_c	0.0
R_rxn00807_c	0.0
R_EX_cpd00159_e	0.0
R_rxn02314_c_duplicate_2	0.0
R_rxn08792_c	0.0
R_rxn05377_c	0.0
R_rxn10770_c_duplicate_7	0.0
R_rxn00569_c_duplicate_2	0.0
R_rxn00293_c	0.08715744812250138
R_rxn00807_c_duplicate_2	0.0
R_rxn00713_c	0.0
R_rxn02988_c	0.022719824194904703
R_rxn12191_c_duplicate_3	0.0
R_rxn01269_c	0.0
R_rxn00606_c	0.0
R_rxn04603_c	0.0
R_rxn00537_c	0.0
R_rxn02185_c	0.0
R_rxn05054_c	0.0
R_rxn05305_c_duplicate_2	0.0
R_rxn00182_c	0.0
R_rxn05735_c_duplicate_2	0.0
R_rxn09103_c	0.0
R_rxn03762_c	0.0
R_rxn02853_c_duplicate_5	0.0
R_rxn08549_c	0.0
R_rxn07902_c	0.0
R_rxn05197_c	0.0
R_rxn09177_c	0.0003939853906633761
R_rxn00409_c	0.4574771879814637
R_rxn00692_c_duplicate_2	0.0004799411185900382
R_rxn02373_c	0.2201609628261133
R_rxn02680_c_duplicate_4	0.0
R_rxn00569_c_duplicate_3	0.0
R_EX_cpd11576_e	0.0
R_rxn05255_c	0.0
R_rxn05390_c	0.0
R_rxn05116_c	0.0
R_rxn09448_c_duplicate_3	0.0
R_rxn03384_c	0.0
R_rxn00369_c	0.0
R_rxn00831_c	0.0
R_rxn02774_c	0.0
R_rxn05496_c_duplicate_2	0.0
R_rxn14342_c	0.0
R_rxn01522_c	0.0
R_rxn06076_c	0.008879248749375342
R_rxn03147_c_duplicate_2	0.0
R_rxn00056_c	0.0
R_rxn02312_c	2.6265692710876463e-06
R_rxn03174_c	0.0005253138542175295
R_rxn05153_c	0.0
R_rxn05348_c	0.0
R_rxn08094_c_duplicate_2	0.0
R_rxn00124_c_duplicate_3	0.0
R_rxn02185_c_duplicate_4	0.0
R_rxn05189_c	0.0
R_rxn02449_c	0.0
R_rxn06517_c_duplicate_2	0.0
R_rxn05919_c	0.0
R_rxn00783_c	0.0
R_rxn05500_c	0.0
R_rxn03887_c	0.0
R_rxn01114_c_duplicate_2	0.0
R_rxn00363_c_duplicate_2	0.0
R_rxn01157_c_duplicate_2	0.0
R_rxn00225_c_duplicate_2	0.0
R_rxn03289_c_duplicate_2	0.0
R_rxn02811_c	-0.3816621979193379
R_rxn01851_c_duplicate_7	0.0
R_rxn01868_c	0.0
R_EX_cpd00116_e	0.0
R_rxn01101_c	0.0
R_rxn06394_c	0.0
R_rxn03247_c	0.0
R_rxn05221_c	0.0
R_rxn10337_c	0.0
R_rxn03146_c	0.051102531738281255
R_rxn05343_c_duplicate_2	0.0
R_rxn01366_c	0.0
R_rxn00117_c	0.0
R_rxn07448_c_duplicate_2	0.0
R_rxn12634_c_duplicate_2	0.0
R_rxn02288_c	0.0
R_rxn01280_c	0.0
R_rxn01302_c_duplicate_2	0.0
R_rxn05249_c	0.0
R_rxn00283_c_duplicate_2	0.054082374576330194
R_rxn01834_c	0.0
