ID	NAME	SBML ID	CONCENTRATION
CHEBI:60240	a divalent metal cation	M_fe2_c	0
CHEBI:48828	Co(2+)	M_cobalt2_c	0
CHEBI:83088	(R)-lipoate	[MISSING]	0
CHEBI:58210	FMN	M_fmn_c	0
CHEBI:58349	NADP(+)	M_nadp_c	0
CHEBI:49601	[2Fe-2S] cluster	M_fe2_c	0
CHEBI:29103	K(+)	M_k_c	0
CHEBI:21137	[3Fe-4S] cluster	M_fe2_c	0
CHEBI:28938	NH4(+)	M_nh4_c	0
CHEBI:57586	biotin	M_btn_c	0
CHEBI:18408	adenosylcob(III)alamin	M_adocbl_c	0
CHEBI:57925	glutathione	M_gthrd_c	0
CHEBI:57618	FMNH2	M_fmn_c	0
CHEBI:49786	Ni(2+)	[MISSING]	0
CHEBI:87746	prenyl-FMN	M_fmn_c	0
CHEBI:29108	Ca(2+)	[MISSING]	0
CHEBI:23378	Cu cation	[MISSING]	0
CHEBI:25516	Ni cation	[MISSING]	0
CHEBI:61717	heme c	M_hemeA_c	0
CHEBI:29036	Cu(2+)	[MISSING]	0
